Vaccine  ,Price Tier (group) (4.2),Source,Year (Price),Display Price
IPV,,UNICEF SD,2016,0.829340214
IPV,,PAHO,2016,2.35
IPV,China & Lower Middle Income,V3P,2016,3.343020875
IPV,Upper Middle Income,V3P,2016,4.934109278
IPV,High Income & Super HICs,V3P,2016,10.400245788
IPV,USA,CDC,2016,12.696666667
IPV,,UNICEF SD,2015,0.825247574
IPV,,PAHO,2015,2.35
IPV,China & Lower Middle Income,V3P,2015,
IPV,Upper Middle Income,V3P,2015,
IPV,High Income & Super HICs,V3P,2015,
IPV,USA,CDC,2015,12.54
IPV,,UNICEF SD,2014,0.980850070
IPV,,PAHO,2014,2.8
IPV,China & Lower Middle Income,V3P,2014,
IPV,Upper Middle Income,V3P,2014,
IPV,High Income & Super HICs,V3P,2014,
IPV,USA,CDC,2014,12.446666667
IPV,,UNICEF SD,2013,3.3
IPV,,PAHO,2013,3.52
IPV,Upper Middle Income,V3P,2013,
IPV,High Income & Super HICs,V3P,2013,
IPV,USA,CDC,2013,12.38
IPV,,UNICEF SD,2012,3.3
IPV,,PAHO,2012,5.9848
IPV,USA,CDC,2012,12.159
JE live attenuated,,UNICEF SD,2021,0.447
JE live attenuated,,UNICEF SD,2020,0.447
JE live attenuated,China & Lower Middle Income,V3P,2020,
JE live attenuated,High Income & Super HICs,V3P,2020,
JE live attenuated,,UNICEF SD,2019,0.447
JE live attenuated,Upper Middle Income,V3P,2019,
JE live attenuated,High Income & Super HICs,V3P,2019,23.547234640
JE live attenuated,,UNICEF SD,2018,0.41
JE live attenuated,Upper Middle Income,V3P,2018,7.147355045
JE live attenuated,,UNICEF SD,2017,0.41
JE live attenuated,High Income & Super HICs,V3P,2017,18.765
JE live attenuated,,UNICEF SD,2016,0.41
JE live attenuated,Upper Middle Income,V3P,2016,7.335838
JE live attenuated,High Income & Super HICs,V3P,2016,18.4609785
JE live attenuated,,UNICEF SD,2015,0.41
JE live attenuated,Upper Middle Income,V3P,2015,
JE live attenuated,High Income & Super HICs,V3P,2015,
JE live attenuated,,UNICEF SD,2014,0.2687
JE live attenuated,High Income & Super HICs,V3P,2014,
Measles,,UNICEF SD,2021,0.25
Measles,,UNICEF SD,2020,0.237
Measles,Upper Middle Income,V3P,2020,0.572423159
Measles,High Income & Super HICs,V3P,2020,
Measles,,UNICEF SD,2019,0.237
Measles,Upper Middle Income,V3P,2019,1.620203581
Measles,High Income & Super HICs,V3P,2019,5.473896545
Measles,,UNICEF SD,2018,0.237
Measles,Upper Middle Income,V3P,2018,0.503715199
Measles,,UNICEF SD,2017,0.237
Measles,Upper Middle Income,V3P,2017,0.737
Measles,High Income & Super HICs,V3P,2017,
Measles,,UNICEF SD,2016,0.23
Measles,Upper Middle Income,V3P,2016,0.959741778
Measles,High Income & Super HICs,V3P,2016,0.350988
Measles,,UNICEF SD,2015,0.225
Measles,Upper Middle Income,V3P,2015,
Measles,High Income & Super HICs,V3P,2015,
Measles,,UNICEF SD,2014,0.219
Measles,Upper Middle Income,V3P,2014,
Measles,High Income & Super HICs,V3P,2014,
Measles,,UNICEF SD,2013,0.215
Measles,Upper Middle Income,V3P,2013,
Measles,High Income & Super HICs,V3P,2013,
Measles,,UNICEF SD,2012,0.193
MenA,,UNICEF SD,2021,0.587
MenA,,UNICEF SD,2020,0.599
MenA,,UNICEF SD,2019,0.542
MenA,,UNICEF SD,2018,0.524
MenA,,UNICEF SD,2017,0.507
MenA,,UNICEF SD,2016,0.49
MenA,,UNICEF SD,2015,0.621
MenA,,UNICEF SD,2014,0.6
MenA,,UNICEF SD,2013,0.528
MenA,,UNICEF SD,2012,0.525
MenACW-135 Ps,,UNICEF SD,2021,2.81
MenACW-135 Ps,,UNICEF SD,2020,2.81
MenACW-135 Ps,,UNICEF SD,2019,2.81
MenACW-135 Ps,,UNICEF SD,2018,2.86
MenACW-135 Ps,,UNICEF SD,2017,2.458276951
MenACW-135 Ps,,UNICEF SD,2014,2.5
MenACW-135 Ps,,UNICEF SD,2012,1.26
MenACYW-135,,PAHO,2021,20.3
MenACYW-135,USA,CDC,2021,98.541652174
MenACYW-135,,PAHO,2020,20.3
MenACYW-135,China & Lower Middle Income,V3P,2020,
MenACYW-135,Upper Middle Income,V3P,2020,17.366077379
MenACYW-135,High Income & Super HICs,V3P,2020,35.170310920
MenACYW-135,USA,CDC,2020,92.249
MenACYW-135,,PAHO,2019,20.3
MenACYW-135,China & Lower Middle Income,V3P,2019,3.170479434
MenACYW-135,Upper Middle Income,V3P,2019,14.770324081
MenACYW-135,High Income & Super HICs,V3P,2019,27.973160134
MenACYW-135,USA,CDC,2019,87.785
MenACYW-135,,PAHO,2018,20.3
MenACYW-135,China & Lower Middle Income,V3P,2018,8.817823009
MenACYW-135,Upper Middle Income,V3P,2018,15.480683904
MenACYW-135,High Income & Super HICs,V3P,2018,30.730934711
MenACYW-135,USA,CDC,2018,85.49
MenACYW-135,,PAHO,2017,20.3
MenACYW-135,China & Lower Middle Income,V3P,2017,6.545
MenACYW-135,Upper Middle Income,V3P,2017,17.887673909
MenACYW-135,High Income & Super HICs,V3P,2017,30.371443974
MenACYW-135,USA,CDC,2017,79.322166667
MenACYW-135,,PAHO,2016,20.3
MenACYW-135,China & Lower Middle Income,V3P,2016,5.3413935
MenACYW-135,Upper Middle Income,V3P,2016,12.778305222
MenACYW-135,High Income & Super HICs,V3P,2016,35.562884306
MenACYW-135,USA,CDC,2016,82.945277778
MenACYW-135,,PAHO,2015,26
MenACYW-135,China & Lower Middle Income,V3P,2015,
MenACYW-135,Upper Middle Income,V3P,2015,
MenACYW-135,High Income & Super HICs,V3P,2015,
MenACYW-135,USA,CDC,2015,83.834444444
MenACYW-135,China & Lower Middle Income,V3P,2014,
MenACYW-135,Upper Middle Income,V3P,2014,
MenACYW-135,High Income & Super HICs,V3P,2014,
MenACYW-135,USA,CDC,2014,82.192222222
MenACYW-135,China & Lower Middle Income,V3P,2013,
MenACYW-135,High Income & Super HICs,V3P,2013,
MenACYW-135,USA,CDC,2013,82.391111111
MenACYW-135,USA,CDC,2012,81.484285714
MenB,USA,CDC,2021,121.170555556
MenB,High Income & Super HICs,V3P,2020,82.590733484
MenB,USA,CDC,2020,114.446666667
MenB,High Income & Super HICs,V3P,2019,72.396635223
MenB,USA,CDC,2019,111.606111111
MenB,High Income & Super HICs,V3P,2018,100.323033803
MenB,USA,CDC,2018,108.848484848
MenB,High Income & Super HICs,V3P,2017,82.824317288
MenB,USA,CDC,2017,101.182
MenB,High Income & Super HICs,V3P,2016,87.80456375
MenB,USA,CDC,2016,106.641851852
MenB,High Income & Super HICs,V3P,2015,
MenB,USA,CDC,2015,113.883333333
MenB,High Income & Super HICs,V3P,2014,
MenC,,UNICEF SD,2021,9.12
MenC,,UNICEF SD,2020,9.12
MenC,High Income & Super HICs,V3P,2020,24.251201527
MenC,,UNICEF SD,2019,9.12
MenC,High Income & Super HICs,V3P,2019,20.789558623
MenC,,UNICEF SD,2018,9.12
MenC,High Income & Super HICs,V3P,2018,22.830442218
MenC,High Income & Super HICs,V3P,2017,19.745164595
MenC,High Income & Super HICs,V3P,2016,23.193905110
MenC,High Income & Super HICs,V3P,2015,
MenC,High Income & Super HICs,V3P,2014,
MenC,High Income & Super HICs,V3P,2013,
MenC,,PAHO,2012,19.5
MMR,,UNICEF SD,2021,1.41
MMR,,PAHO,2021,3.296666667
MMR,USA,CDC,2021,21.931333333
MMR,,UNICEF SD,2020,1.284
MMR,,PAHO,2020,3.622
MMR,China & Lower Middle Income,V3P,2020,3.197599339
MMR,Upper Middle Income,V3P,2020,5.606774893
MMR,High Income & Super HICs,V3P,2020,9.377548999
MMR,USA,CDC,2020,21.545333333
MMR,,UNICEF SD,2019,1.284
MMR,,PAHO,2019,3.256666667
MMR,China & Lower Middle Income,V3P,2019,2.117211597
MMR,Upper Middle Income,V3P,2019,4.102467975
MMR,High Income & Super HICs,V3P,2019,9.616080189
MMR,USA,CDC,2019,21.1775
MMR,,UNICEF SD,2018,1.243
MMR,,PAHO,2018,3.256666667
MMR,China & Lower Middle Income,V3P,2018,1.986319951
MMR,Upper Middle Income,V3P,2018,4.838686857
MMR,High Income & Super HICs,V3P,2018,9.289601133
MMR,USA,CDC,2018,20.924545455
MMR,,UNICEF SD,2017,1.13
MMR,,PAHO,2017,3.5725
MMR,China & Lower Middle Income,V3P,2017,1.26
MMR,Upper Middle Income,V3P,2017,5.717278523
MMR,High Income & Super HICs,V3P,2017,8.539378756
MMR,USA,CDC,2017,20.376666667
MMR,,UNICEF SD,2016,1.13
MMR,,PAHO,2016,3.172
MMR,China & Lower Middle Income,V3P,2016,1.959831
MMR,Upper Middle Income,V3P,2016,4.118829308
MMR,High Income & Super HICs,V3P,2016,8.282728234
MMR,USA,CDC,2016,20.075
MMR,,UNICEF SD,2015,1.077
MMR,,PAHO,2015,3.31
MMR,China & Lower Middle Income,V3P,2015,
MMR,Upper Middle Income,V3P,2015,
MMR,High Income & Super HICs,V3P,2015,
MMR,USA,CDC,2015,19.903333333
MMR,,UNICEF SD,2014,1.025
MMR,,PAHO,2014,2.533
MMR,Upper Middle Income,V3P,2014,
MMR,High Income & Super HICs,V3P,2014,
MMR,USA,CDC,2014,19.859666667
MMR,,UNICEF SD,2013,0.976
MMR,,PAHO,2013,2.7232
MMR,China & Lower Middle Income,V3P,2013,
MMR,Upper Middle Income,V3P,2013,
MMR,High Income & Super HICs,V3P,2013,
MMR,USA,CDC,2013,19.663666667
MMR,,UNICEF SD,2012,0.9
MMR,,PAHO,2012,1.78
MMR,China & Lower Middle Income,V3P,2012,
MMR,USA,CDC,2012,19.2277
MMRV,USA,CDC,2021,141.465444444
MMRV,USA,CDC,2020,135.477333333
MMRV,USA,CDC,2019,129.8275
MMRV,USA,CDC,2018,123.367272727
MMRV,High Income & Super HICs,V3P,2017,20.983333333
MMRV,USA,CDC,2017,116.733333333
MMRV,High Income & Super HICs,V3P,2016,34.197005667
MMRV,USA,CDC,2016,113.376666667
MMRV,High Income & Super HICs,V3P,2015,
MMRV,USA,CDC,2015,107.06
MMRV,High Income & Super HICs,V3P,2014,
MMRV,USA,CDC,2014,100.479
MMRV,USA,CDC,2013,94.384333333
MMRV,USA,CDC,2012,91.82
MR,,UNICEF SD,2021,0.721
MR,,PAHO,2021,2.48
MR,,UNICEF SD,2020,0.58
MR,,PAHO,2020,1.568
MR,China & Lower Middle Income,V3P,2020,1.483065679
MR,Upper Middle Income,V3P,2020,6.874207022
MR,High Income & Super HICs,V3P,2020,6.1
MR,,UNICEF SD,2019,0.656
MR,,PAHO,2019,1.568
MR,China & Lower Middle Income,V3P,2019,0.955666007
MR,Upper Middle Income,V3P,2019,1.137558152
MR,,UNICEF SD,2018,0.636
MR,,PAHO,2018,1.433
MR,China & Lower Middle Income,V3P,2018,1.034121994
MR,Upper Middle Income,V3P,2018,2.172708339
MR,,UNICEF SD,2017,0.606
MR,,PAHO,2017,1.428
MR,China & Lower Middle Income,V3P,2017,1.093333333
MR,Upper Middle Income,V3P,2017,2.055741085
MR,,UNICEF SD,2016,0.606
MR,,PAHO,2016,1.428
MR,China & Lower Middle Income,V3P,2016,0.774818875
MR,Upper Middle Income,V3P,2016,1.828512667
MR,,UNICEF SD,2015,0.578
MR,,PAHO,2015,1.214
MR,China & Lower Middle Income,V3P,2015,
MR,Upper Middle Income,V3P,2015,
MR,,UNICEF SD,2014,0.55
MR,,PAHO,2014,1.175
MR,China & Lower Middle Income,V3P,2014,
MR,Upper Middle Income,V3P,2014,
MR,,UNICEF SD,2013,0.524
MR,,PAHO,2013,1.112
MR,,UNICEF SD,2012,0.499
MR,,PAHO,2012,1.08
OCV,,UNICEF SD,2021,1.35
OCV,,PAHO,2021,1.7
OCV,,UNICEF SD,2020,1.32
OCV,,PAHO,2020,1.7
OCV,High Income & Super HICs,V3P,2020,22.374336114
OCV,,UNICEF SD,2019,1.29
OCV,,PAHO,2019,1.7
OCV,,UNICEF SD,2018,1.25
OCV,,PAHO,2018,1.85
OCV,,UNICEF SD,2017,1.3
OCV,,PAHO,2017,1.85
OCV,,UNICEF SD,2016,1.7
OCV,,PAHO,2016,1.85
OCV,,PAHO,2015,1.85
OCV,,PAHO,2014,1.85
PCV,,UNICEF SD,2021,2.9
PCV,,PAHO,2021,14.5
PCV,USA,CDC,2021,147.714444444
PCV,,UNICEF SD,2020,2.9
PCV,,PAHO,2020,13.675
PCV,China & Lower Middle Income,V3P,2020,16.220932263
PCV,Upper Middle Income,V3P,2020,24.675125946
PCV,High Income & Super HICs,V3P,2020,45.109648925
PCV,USA,CDC,2020,141.55
PCV,,UNICEF SD,2019,2.9
PCV,,PAHO,2019,13.675
PCV,China & Lower Middle Income,V3P,2019,14.205635987
PCV,Upper Middle Income,V3P,2019,23.083194440
PCV,High Income & Super HICs,V3P,2019,44.070533004
PCV,USA,CDC,2019,135.7
PCV,,UNICEF SD,2018,2.95
PCV,,PAHO,2018,13.675
PCV,China & Lower Middle Income,V3P,2018,17.522324314
PCV,Upper Middle Income,V3P,2018,28.669819412
PCV,High Income & Super HICs,V3P,2018,50.237670303
PCV,USA,CDC,2018,130.460909091
PCV,,UNICEF SD,2017,3.05
PCV,,PAHO,2017,13.675
PCV,China & Lower Middle Income,V3P,2017,16.833333333
PCV,Upper Middle Income,V3P,2017,32.638836782
PCV,High Income & Super HICs,V3P,2017,45.087734235
PCV,USA,CDC,2017,124.045555556
PCV,,UNICEF SD,2016,4.63
PCV,,PAHO,2016,14.5
PCV,China & Lower Middle Income,V3P,2016,14.99881375
PCV,Upper Middle Income,V3P,2016,24.92910175
PCV,High Income & Super HICs,V3P,2016,44.173133333
PCV,USA,CDC,2016,119.81
PCV,,UNICEF SD,2015,4.63
PCV,,PAHO,2015,14.9
PCV,China & Lower Middle Income,V3P,2015,
PCV,Upper Middle Income,V3P,2015,
PCV,High Income & Super HICs,V3P,2015,
PCV,USA,CDC,2015,115.7925
PCV,,UNICEF SD,2014,4.63
PCV,,PAHO,2014,14.9
PCV,China & Lower Middle Income,V3P,2014,
PCV,Upper Middle Income,V3P,2014,
PCV,High Income & Super HICs,V3P,2014,
PCV,USA,CDC,2014,110.666666667
PCV,,UNICEF SD,2013,4.63
PCV,,PAHO,2013,14.98
PCV,China & Lower Middle Income,V3P,2013,
PCV,Upper Middle Income,V3P,2013,
PCV,High Income & Super HICs,V3P,2013,
PCV,USA,CDC,2013,105.988888889
PCV,,UNICEF SD,2012,7
PCV,,PAHO,2012,15.64
PCV,USA,CDC,2012,100.584
PCV7,Upper Middle Income,V3P,2020,
Penta,,UNICEF SD,2021,0.75
Penta,,PAHO,2021,1.0276
Penta,,UNICEF SD,2020,0.675
Penta,,PAHO,2020,1.0083
Penta,China & Lower Middle Income,V3P,2020,1.295749497
Penta,Upper Middle Income,V3P,2020,1.306272727
Penta,High Income & Super HICs,V3P,2020,3.922675193
Penta,,UNICEF SD,2019,0.69
Penta,,PAHO,2019,1.0905
Penta,China & Lower Middle Income,V3P,2019,0.973841268
Penta,Upper Middle Income,V3P,2019,1.491071574
Penta,High Income & Super HICs,V3P,2019,4.449911678
Penta,,UNICEF SD,2018,0.65
Penta,,PAHO,2018,1.083
Penta,China & Lower Middle Income,V3P,2018,1.700772126
Penta,Upper Middle Income,V3P,2018,1.301702698
Penta,High Income & Super HICs,V3P,2018,4.760153628
Penta,,UNICEF SD,2017,0.68
Penta,,PAHO,2017,1.064
Penta,China & Lower Middle Income,V3P,2017,1.7
Penta,Upper Middle Income,V3P,2017,1.681333333
Penta,High Income & Super HICs,V3P,2017,3.184
Penta,,UNICEF SD,2016,1.15
Penta,,PAHO,2016,2.1
Penta,China & Lower Middle Income,V3P,2016,1.511396667
Penta,Upper Middle Income,V3P,2016,2.053914462
Penta,High Income & Super HICs,V3P,2016,3.3296202
Penta,,UNICEF SD,2015,1.19
Penta,,PAHO,2015,2.1325
Penta,China & Lower Middle Income,V3P,2015,
Penta,Upper Middle Income,V3P,2015,
Penta,,UNICEF SD,2014,1.19
Penta,,PAHO,2014,2.408366667
Penta,China & Lower Middle Income,V3P,2014,
Penta,Upper Middle Income,V3P,2014,
Penta,,UNICEF SD,2013,1.19
Penta,,PAHO,2013,2.5233
Penta,,UNICEF SD,2012,1.6
Penta,,PAHO,2012,2.9337
Penta,China & Lower Middle Income,V3P,2012,
PPSV,,PAHO,2021,8.63
PPSV,USA,CDC,2021,60.764444444
PPSV,,PAHO,2020,8.63
PPSV,China & Lower Middle Income,V3P,2020,
PPSV,Upper Middle Income,V3P,2020,
PPSV,High Income & Super HICs,V3P,2020,42.989167286
PPSV,USA,CDC,2020,58.18
PPSV,,PAHO,2019,8.3
PPSV,Upper Middle Income,V3P,2019,
PPSV,High Income & Super HICs,V3P,2019,25.317205308
PPSV,USA,CDC,2019,55.5025
PPSV,,PAHO,2018,7.98
PPSV,Upper Middle Income,V3P,2018,12.760089152
PPSV,High Income & Super HICs,V3P,2018,20.452956401
PPSV,USA,CDC,2018,52.496153846
PPSV,,PAHO,2017,6.81
PPSV,Upper Middle Income,V3P,2017,
PPSV,High Income & Super HICs,V3P,2017,17.447837444
PPSV,USA,CDC,2017,42.008
PPSV,,PAHO,2016,7.535
PPSV,Upper Middle Income,V3P,2016,26.267267667
PPSV,High Income & Super HICs,V3P,2016,16.093855824
PPSV,USA,CDC,2016,45.996666667
PPSV,,PAHO,2015,7.31
PPSV,Upper Middle Income,V3P,2015,
PPSV,High Income & Super HICs,V3P,2015,
PPSV,USA,CDC,2015,43.15
PPSV,,PAHO,2014,6.93
PPSV,High Income & Super HICs,V3P,2014,
PPSV,USA,CDC,2014,40.83
PPSV,,PAHO,2013,6.55
PPSV,High Income & Super HICs,V3P,2013,
PPSV,USA,CDC,2013,39.172222222
PPSV,,PAHO,2012,6.525
PPSV,USA,CDC,2012,36.955
Rabies,,UNICEF SD,2021,9
Rabies,,PAHO,2021,10.4415
Rabies,,UNICEF SD,2020,8
Rabies,,PAHO,2020,9.9298
Rabies,Upper Middle Income,V3P,2020,32.912962735
Rabies,High Income & Super HICs,V3P,2020,41.656897303
Rabies,,UNICEF SD,2019,7.5
Rabies,,PAHO,2019,11
Rabies,China & Lower Middle Income,V3P,2019,
Rabies,Upper Middle Income,V3P,2019,10.548406916
Rabies,High Income & Super HICs,V3P,2019,30.832776536
Rabies,,PAHO,2018,12.8
Rabies,China & Lower Middle Income,V3P,2018,12.360607831
Rabies,Upper Middle Income,V3P,2018,30.858081303
Rabies,High Income & Super HICs,V3P,2018,26.994410391
Rabies,,PAHO,2017,12.2
Rabies,China & Lower Middle Income,V3P,2017,2.96
Rabies,Upper Middle Income,V3P,2017,16.075412165
Rabies,High Income & Super HICs,V3P,2017,30.119291433
Rabies,,UNICEF SD,2016,8
Rabies,,PAHO,2016,11.65
Rabies,Upper Middle Income,V3P,2016,10.373046714
Rabies,High Income & Super HICs,V3P,2016,29.180050246
Rabies,,UNICEF SD,2015,8
Rabies,,PAHO,2015,10.75
Rabies,Upper Middle Income,V3P,2015,
Rabies,High Income & Super HICs,V3P,2015,
Rabies,,UNICEF SD,2014,8
Rabies,,PAHO,2014,10.8
Rabies,Upper Middle Income,V3P,2014,
Rabies,High Income & Super HICs,V3P,2014,
Rabies,,PAHO,2013,10.55
Rabies,,PAHO,2012,10.533333333
Rota,,UNICEF SD,2021,0.85
Rota,USA,CDC,2021,81.836555556
Rota,,UNICEF SD,2020,0.85
Rota,,PAHO,2020,6.5
Rota,USA,CDC,2020,79.800666667
Rota,,UNICEF SD,2019,0.85
Rota,,PAHO,2019,6.5
Rota,USA,CDC,2019,78.403333333
Rota,,UNICEF SD,2018,2.22
Rota,,PAHO,2018,6.5
Rota,USA,CDC,2018,77.530606061
Rota,,UNICEF SD,2017,2.35
Rota,,PAHO,2017,6.5
Rota,USA,CDC,2017,75.013703704
Rota,,UNICEF SD,2016,2.35
Rota,,PAHO,2016,6.5
Rota,USA,CDC,2016,72.867222222
Rota,,UNICEF SD,2015,2.35
Rota,,PAHO,2015,6.5
Rota,USA,CDC,2015,70.986666667
Rota,,UNICEF SD,2014,2.35
Rota,,PAHO,2014,6.5
Rota,USA,CDC,2014,73.281962963
Rota,,UNICEF SD,2013,2.35
Rota,,PAHO,2013,5.825
Rota,USA,CDC,2013,72.913296296
Rota,,UNICEF SD,2012,2.35
Rota,,PAHO,2012,6.065
Rota,USA,CDC,2012,70.829
Seasonal Influenza,,PAHO,2021,1.435
Seasonal Influenza,USA,CDC,2021,14.891724138
Seasonal Influenza,,PAHO,2020,1.26
Seasonal Influenza,Upper Middle Income,V3P,2020,7.271237482
Seasonal Influenza,High Income & Super HICs,V3P,2020,6.824722696
Seasonal Influenza,USA,CDC,2020,14.269883495
Seasonal Influenza,,PAHO,2019,1.21
Seasonal Influenza,Upper Middle Income,V3P,2019,4.580250595
Seasonal Influenza,High Income & Super HICs,V3P,2019,9.507119482
Seasonal Influenza,USA,CDC,2019,14.281048544
Seasonal Influenza,,PAHO,2018,1.656666667
Seasonal Influenza,Upper Middle Income,V3P,2018,3.972116486
Seasonal Influenza,High Income & Super HICs,V3P,2018,6.883004378
Seasonal Influenza,USA,CDC,2018,14.432396694
Seasonal Influenza,,PAHO,2017,1.51875
Seasonal Influenza,Upper Middle Income,V3P,2017,4.15
Seasonal Influenza,High Income & Super HICs,V3P,2017,6.94625
Seasonal Influenza,USA,CDC,2017,14.129862069
Seasonal Influenza,,PAHO,2016,1.575
Seasonal Influenza,Upper Middle Income,V3P,2016,3.306195333
Seasonal Influenza,High Income & Super HICs,V3P,2016,6.4024872
Seasonal Influenza,USA,CDC,2016,12.972451613
Seasonal Influenza,,PAHO,2015,1.7375
Seasonal Influenza,High Income & Super HICs,V3P,2015,
Seasonal Influenza,USA,CDC,2015,11.565438017
Seasonal Influenza,,PAHO,2014,1.66
Seasonal Influenza,High Income & Super HICs,V3P,2014,
Seasonal Influenza,USA,CDC,2014,11.453612903
Seasonal Influenza,,PAHO,2013,1.55
Seasonal Influenza,High Income & Super HICs,V3P,2013,
Seasonal Influenza,USA,CDC,2013,10.518638889
Seasonal Influenza,,PAHO,2012,1.85
Seasonal Influenza,USA,CDC,2012,10.43733
Shingles,USA,CDC,2021,100.5555
Shingles,High Income & Super HICs,V3P,2020,114.995001787
Shingles,USA,CDC,2020,102.085333333
Shingles,USA,CDC,2019,102.399
Shingles,USA,CDC,2018,110.909090909
Shingles,USA,CDC,2017,133.416222222
Shingles,USA,CDC,2016,117.12
Shingles,USA,CDC,2015,116.834444444
Shingles,USA,CDC,2014,115.204
Shingles,USA,CDC,2013,114.442666667
Shingles,USA,CDC,2012,115.419333333
TCV,,UNICEF SD,2021,1.5
TCV,,UNICEF SD,2020,1.5
TCV,,UNICEF SD,2019,1.5
TCV,,UNICEF SD,2018,1.5
Td,,UNICEF SD,2021,0.0875
Td,,PAHO,2021,0.099
Td,USA,CDC,2021,19.823777778
Td,,UNICEF SD,2020,0.0875
Td,,PAHO,2020,0.0984
Td,China & Lower Middle Income,V3P,2020,0.157671634
Td,Upper Middle Income,V3P,2020,0.628211801
Td,High Income & Super HICs,V3P,2020,8.711582528
Td,USA,CDC,2020,19.405222222
Td,,UNICEF SD,2019,0.085
Td,,PAHO,2019,0.0963
Td,China & Lower Middle Income,V3P,2019,0.169472179
Td,Upper Middle Income,V3P,2019,0.295981444
Td,High Income & Super HICs,V3P,2019,7.409902839
Td,USA,CDC,2019,18.695833333
Td,,UNICEF SD,2018,0.099
Td,,PAHO,2018,0.0935
Td,China & Lower Middle Income,V3P,2018,0.206157151
Td,Upper Middle Income,V3P,2018,1.956821171
Td,High Income & Super HICs,V3P,2018,6.243180189
Td,USA,CDC,2018,17.475606061
Td,,UNICEF SD,2017,0.099
Td,,PAHO,2017,0.1103
Td,China & Lower Middle Income,V3P,2017,0.367142857
Td,Upper Middle Income,V3P,2017,0.549535380
Td,High Income & Super HICs,V3P,2017,6.876666667
Td,USA,CDC,2017,16.9462
Td,,UNICEF SD,2016,0.099
Td,,PAHO,2016,0.1103
Td,China & Lower Middle Income,V3P,2016,0.51550225
Td,Upper Middle Income,V3P,2016,0.684395235
Td,High Income & Super HICs,V3P,2016,6.453530860
Td,USA,CDC,2016,19.211052632
Td,,UNICEF SD,2015,0.105
Td,,PAHO,2015,0.111666667
Td,Upper Middle Income,V3P,2015,
Td,High Income & Super HICs,V3P,2015,
Td,USA,CDC,2015,18.443333333
Td,,UNICEF SD,2014,0.1
Td,,PAHO,2014,0.1005
Td,China & Lower Middle Income,V3P,2014,
Td,Upper Middle Income,V3P,2014,
Td,High Income & Super HICs,V3P,2014,
Td,USA,CDC,2014,17.65
Td,,UNICEF SD,2013,0.1
Td,,PAHO,2013,0.1005
Td,Upper Middle Income,V3P,2013,
Td,High Income & Super HICs,V3P,2013,
Td,USA,CDC,2013,17.3203
Td,,UNICEF SD,2012,0.094
Td,,PAHO,2012,0.085
Td,USA,CDC,2012,16.295225806
Td-IPV,Upper Middle Income,V3P,2020,
Td-IPV,High Income & Super HICs,V3P,2020,14.128614715
Td-IPV,Upper Middle Income,V3P,2019,
Td-IPV,High Income & Super HICs,V3P,2019,15.975831359
Td-IPV,High Income & Super HICs,V3P,2018,14.843811170
Td-IPV,High Income & Super HICs,V3P,2017,12.641707440
Td-IPV,High Income & Super HICs,V3P,2016,12.488262667
Td-IPV,High Income & Super HICs,V3P,2015,
Td-IPV,High Income & Super HICs,V3P,2014,
Tdap,,PAHO,2021,12.7724
Tdap,USA,CDC,2021,33.290611111
Tdap,,PAHO,2020,12.9378
Tdap,Upper Middle Income,V3P,2020,19.511689734
Tdap,High Income & Super HICs,V3P,2020,19.509627174
Tdap,USA,CDC,2020,32.589666667
Tdap,,PAHO,2019,12.718
Tdap,Upper Middle Income,V3P,2019,17.413770613
Tdap,High Income & Super HICs,V3P,2019,17.864080770
Tdap,USA,CDC,2019,31.77875
Tdap,,PAHO,2018,11.4653
Tdap,Upper Middle Income,V3P,2018,19.770066175
Tdap,High Income & Super HICs,V3P,2018,17.122399889
Tdap,USA,CDC,2018,31.17
Tdap,,PAHO,2017,11.3943
Tdap,Upper Middle Income,V3P,2017,20.132734477
Tdap,High Income & Super HICs,V3P,2017,17.218948326
Tdap,USA,CDC,2017,31.296666667
Tdap,,PAHO,2016,10.9278
Tdap,Upper Middle Income,V3P,2016,
Tdap,High Income & Super HICs,V3P,2016,15.697817083
Tdap,USA,CDC,2016,31.410833333
Tdap,High Income & Super HICs,V3P,2015,
Tdap,USA,CDC,2015,30.4975
Tdap,High Income & Super HICs,V3P,2014,
Tdap,USA,CDC,2014,30.467222222
Tdap,Upper Middle Income,V3P,2013,
Tdap,High Income & Super HICs,V3P,2013,
Tdap,USA,CDC,2013,30.460909091
Tdap,,PAHO,2012,8.5
Tdap,USA,CDC,2012,30.164
Tdap-IPV,Upper Middle Income,V3P,2020,
Tdap-IPV,High Income & Super HICs,V3P,2020,25.271390915
Tdap-IPV,High Income & Super HICs,V3P,2019,22.974246704
Tdap-IPV,High Income & Super HICs,V3P,2018,25.033273321
Tdap-IPV,High Income & Super HICs,V3P,2017,24.133333333
Tdap-IPV,High Income & Super HICs,V3P,2016,23.7944995
Tdap-IPV,High Income & Super HICs,V3P,2015,
Tdap-IPV,High Income & Super HICs,V3P,2014,
Tdap-IPV,High Income & Super HICs,V3P,2013,
TT,Upper Middle Income,V3P,2020,0.741921247
TT,High Income & Super HICs,V3P,2020,5.350437319
TT,,UNICEF SD,2019,0.066
TT,China & Lower Middle Income,V3P,2019,
TT,Upper Middle Income,V3P,2019,0.859374807
TT,High Income & Super HICs,V3P,2019,3.763229988
TT,,UNICEF SD,2018,0.0531
TT,China & Lower Middle Income,V3P,2018,0.232372000
